date,Open,High,Low,Close,Volume,ma_value,rsi,peak,drawdown_pct,signal_bool,reason_flags
2017-11-11,4646.745250218905,5203.24744415729,4302.553853153637,4311.176205564766,24000.0,,4.626657825789181,8646.124062649938,-0.5013746998856456,False,Below_MA;
2017-11-12,4311.176205564766,4953.413399024993,4165.169569415911,4280.423897446089,24000.0,,5.282676918375984,8646.124062649938,-0.5049314737528543,False,Below_MA;
2017-11-13,4280.423897446089,4842.775467938783,4039.7483685071534,4047.844056620394,24000.0,,2.467947807936639,8646.124062649938,-0.5318313700694487,False,Below_MA;
2017-11-14,4047.844056620394,4461.533719206999,1983.5137819897257,1998.685834206938,24000.0,,1.4057297415388632,8646.124062649938,-0.7688344719871665,False,Below_MA;
2017-11-15,1998.685834206938,2219.307231872689,1834.306349805703,1841.9017963636816,24000.0,,1.3943689013413376,8646.124062649938,-0.7869679196114658,False,Below_MA;
2017-11-16,1841.9017963636816,2103.3730124738363,1768.6540717162825,1772.1984686535898,24000.0,,1.508442210030097,8646.124062649938,-0.7950297201598989,False,Below_MA;
2017-11-17,1772.1984686535898,2032.0070343465395,1697.2201623203148,1710.3468681709876,24000.0,,1.5202161047716203,8646.124062649938,-0.802183399662347,False,Below_MA;
2017-11-18,1710.3468681709876,1983.9931358128024,1661.2315409179726,1667.700860035293,24000.0,,1.5150999204932276,8646.124062649938,-0.8071157841419914,False,Below_MA;
2017-11-19,1667.700860035293,1942.7597762390967,1644.7536109617024,1661.8451717497933,24000.0,,1.5737091237335932,8646.124062649938,-0.8077930457962389,False,Below_MA;
2017-11-20,1661.8451717497933,1934.063867891982,1595.8754869218883,1599.0736341902689,24000.0,,1.6696696271106077,8646.124062649938,-0.8150531240815702,False,Below_MA;
2017-11-21,1599.0736341902689,1832.186377347909,1548.9268646081457,1555.0473478055214,24000.0,,0.0,8646.124062649938,-0.8201451498338879,False,Below_MA;
2017-11-22,1555.0473478055214,1761.57516647743,1446.529292314798,1478.3068683717872,24000.0,,0.0,8646.124062649938,-0.8290208586344638,False,Below_MA;
2017-11-23,1478.3068683717872,1690.5829762971098,1422.4200490843214,1430.5317672046874,24000.0,,0.0,8646.124062649938,-0.8345464676612279,False,Below_MA;
2017-11-24,1430.5317672046874,1613.3885904342224,1363.9859395562069,1373.1842601498895,24000.0,,0.0,8646.124062649938,-0.8411792092965846,False,Below_MA;
2017-11-25,1373.1842601498895,1544.7733498241912,1299.626355965181,1331.0547636773197,24000.0,,0.0,8646.124062649938,-0.8460518546770232,False,Below_MA;
2017-11-26,1331.0547636773197,1469.608238077627,1224.672524822103,1246.492047035858,24000.0,,0.0,8646.124062649938,-0.8558322737444248,False,Below_MA;
2017-11-27,1246.492047035858,1477.8188061057745,1228.0144123760222,1241.1195446146864,24000.0,,0.0,8646.124062649938,-0.856453650720078,False,Below_MA;
2017-11-28,1241.1195446146864,1429.5344028459112,1196.027578021846,1208.952077055837,24000.0,,0.0,8646.124062649938,-0.8601741001753209,False,Below_MA;
2017-11-29,1208.952077055837,1389.1550868884372,1167.3325229548109,1183.197478482983,24000.0,,0.0,8646.124062649938,-0.8631528451466209,False,Below_MA;
2017-11-30,1183.197478482983,1378.1225931485912,1143.1655854497171,1154.342587483272,24000.0,,0.0,8646.124062649938,-0.8664901660999901,False,Below_MA;
2017-12-01,1154.342587483272,1335.9450110693106,1122.637779876785,1128.4474406115005,24000.0,,0.0,8646.124062649938,-0.8694851667134598,False,Below_MA;
2017-12-02,1128.4474406115005,1315.19407687917,1096.1819908370633,1113.0869239660676,24000.0,,0.0,8646.124062649938,-0.8712617450431402,False,Below_MA;
2017-12-03,1113.0869239660676,1347.6381857400056,1099.7521426169542,1149.0019256698386,24000.0,,6.142747549208508,8646.124062649938,-0.86710786043039,False,Below_MA;
2017-12-04,1149.0019256698386,1346.783196477728,1135.0927610366164,1146.6244247571856,24000.0,,6.850357752919095,8646.124062649938,-0.8673828392411758,False,Below_MA;
2017-12-05,1146.6244247571856,1319.6232494518135,1090.9741476938152,1095.271657340504,24000.0,,6.755947522334239,8646.124062649938,-0.8733222367150703,False,Below_MA;
2017-12-06,1095.271657340504,1244.273026500849,1052.977294044473,1070.6530128491793,24000.0,,7.490346345319409,8646.124062649938,-0.8761695986442928,False,Below_MA;
2017-12-07,1070.6530128491793,1246.9211708601651,1016.896625711478,1022.8085583179874,24000.0,,7.489263085518516,8646.124062649938,-0.8817032289952467,False,Below_MA;
2017-12-08,1022.8085583179874,1175.076043573953,973.8219607663036,987.6977297884004,24000.0,3688.878534588653,7.853422968938617,8646.124062649938,-0.8857641039347194,False,Below_MA;
2017-12-09,987.6977297884004,1181.3784800717303,975.8651109855354,997.986918208052,24000.0,3535.915791699815,10.859405844746547,8646.124062649938,-0.8845740691462874,False,Below_MA;
2017-12-10,997.986918208052,1161.219686764973,970.8677681408752,979.0040157226852,24000.0,3392.585856531377,12.83819139044607,8646.124062649938,-0.886769608135529,False,Below_MA;
2017-12-11,979.0040157226852,1147.399697141332,965.347102835409,973.7900979149714,24000.0,3254.8550052183737,12.843850899862773,8646.124062649938,-0.8873726434112124,False,Below_MA;
2017-12-12,973.7900979149714,1089.1889697778795,909.3908520454502,921.953573770775,24000.0,3121.6828500998085,12.178005231035002,8646.124062649938,-0.8933679915890305,False,Below_MA;
2017-12-13,921.953573770775,1073.3555643591033,899.6216740977121,907.12334536495,24000.0,2993.4737755914475,12.539045530681761,8646.124062649938,-0.8950832374377327,False,Below_MA;
2017-12-14,907.12334536495,1047.6035329883343,886.908260512978,906.388948954628,24000.0,2869.3812016784113,13.575013536954003,8646.124062649938,-0.8951681768169273,False,Below_MA;
2017-12-15,906.388948954628,1059.4661879974692,895.5304093461517,907.6382723636684,24000.0,2751.490157886281,15.030433736683705,8646.124062649938,-0.8950236816188493,False,Below_MA;
2017-12-16,907.6382723636684,1030.6915179793227,857.4911697588055,873.1201321784472,24000.0,2636.6999318877106,14.170565407311827,8646.124062649938,-0.8990160069585161,False,Below_MA;
2017-12-17,873.1201321784472,1019.67783005402,841.972770338543,843.6600905195821,24000.0,2521.1776800915886,3.5133523910849362,8646.124062649938,-0.9024233188875838,False,Below_MA;
2017-12-18,843.6600905195821,959.1961980804738,799.0900473707659,810.987411996121,24000.0,2411.9354582769183,3.216632374884867,8646.124062649938,-0.9062022004172396,False,Below_MA;
2017-12-19,810.987411996121,922.4618457230724,772.9451609896378,782.8440055191637,24000.0,2300.9620459409057,3.4391508291883213,8646.124062649938,-0.9094572319519515,False,Below_MA;
2017-12-20,782.8440055191637,908.5809697701284,766.11983917873,786.8474719160305,24000.0,2194.747511216372,4.935692792126588,8646.124062649938,-0.908994195987182,False,Below_MA;
2017-12-21,786.8474719160305,875.611180008002,735.3201991799639,741.6807327754932,24000.0,2090.07807398354,4.978024252101051,8646.124062649938,-0.91421812509267,False,Below_MA;
2017-12-22,741.6807327754932,846.8290494514557,716.2055799591756,727.4790284265247,24000.0,1992.9494030380856,5.335336911184754,8646.124062649938,-0.9158606766274459,False,Below_MA;
2017-12-23,727.4790284265247,824.4690950513178,697.6560056210004,703.3142815983132,24000.0,1897.1832612589017,1.7212204301285539,8646.124062649938,-0.9186555413151503,False,Below_MA;
2017-12-24,703.3142815983132,815.850266617709,678.766053407499,680.1263060195381,24000.0,1801.5429003485467,1.6978259612980366,8646.124062649938,-0.9213374338499734,False,Below_MA;
2017-12-25,680.1263060195381,781.871386530197,656.522183395224,658.3983903278794,24000.0,1708.4997215920534,1.611793044076876,8646.124062649938,-0.9238504576666822,False,Below_MA;
2017-12-26,658.3983903278794,743.646953245318,609.4121226596195,611.193217885006,24000.0,1620.09819389615,1.6350285621697367,8646.124062649938,-0.9293101494431156,False,Below_MA;
2017-12-27,611.193217885006,697.1646231598078,583.1530999516361,590.9277528253704,24000.0,1530.1056349479177,1.6078270461402155,8646.124062649938,-0.9316540280311155,False,Below_MA;
2017-12-28,590.9277528253704,697.4925901276711,583.1470157079192,585.8920631402677,24000.0,1443.5887982520592,1.586933740552098,8646.124062649938,-0.9322364496628911,False,Below_MA;
2017-12-29,585.8920631402677,687.3661685328863,575.8429333184592,590.8323123993399,24000.0,1360.6990165646005,2.672211608910473,8646.124062649938,-0.9316650665525777,False,Below_MA;
2017-12-30,590.8323123993399,673.3283874805094,567.9075369708399,577.2367076856884,24000.0,1279.308845713936,2.8503971896955136,8646.124062649938,-0.9332375173542476,False,Below_MA;
2017-12-31,577.2367076856884,682.5144815324827,570.1197465819065,582.8185721768373,24000.0,1204.7416930461775,5.010675059262368,8646.124062649938,-0.9325919258208967,False,Below_MA;
2018-01-01,582.8185721768373,665.1096460836276,557.7662656107428,558.8840336780991,24000.0,1130.3108957708175,5.1664042909594485,8646.124062649938,-0.93536016489835,False,Below_MA;
2018-01-02,558.8840336780991,645.5895114761341,546.5604616618808,566.7800700914989,24000.0,1060.6896160402396,8.593714264431057,8646.124062649938,-0.9344469191068041,False,Below_MA;
2018-01-03,566.7800700914989,653.023224209848,541.5366381546712,550.702231090692,24000.0,1031.729943977915,6.74703135085835,8646.124062649938,-0.9363064620516319,False,Below_MA;
2018-01-04,550.702231090692,638.5689626023144,520.0539483976448,521.0961406790028,24000.0,1005.3138308642212,7.15487775300825,8646.124062649938,-0.9397306657985551,False,Below_MA;
2018-01-05,521.0961406790028,606.72802690452,507.94152171566856,513.2772793552917,24000.0,980.1354070782552,7.3367962377629965,8646.124062649938,-0.9406349856148168,False,Below_MA;
2018-01-06,513.2772793552917,577.982456460151,479.8648220916803,480.82647504176384,24000.0,955.5449992156708,7.102367143936405,8646.124062649938,-0.9443882054481652,False,Below_MA;
2018-01-07,480.82647504176384,550.0954810179553,451.7942124779274,457.1502058131216,24000.0,931.3339861312274,7.089018894321342,8646.124062649938,-0.9471265734217316,False,Below_MA;
2018-01-08,457.1502058131216,521.7972820539145,439.0297633303849,447.52257976846414,24000.0,907.0475342916008,7.435304675938227,8646.124062649938,-0.9482400927252826,False,Below_MA;
2018-01-09,447.52257976846414,521.0748139047383,436.4024941626576,440.359121362156,24000.0,883.8732440350386,8.868933869720564,8646.124062649938,-0.9490686094518991,False,Below_MA;
2018-01-10,440.359121362156,519.7714825907584,435.0836190882374,443.7955346783375,24000.0,861.648207772495,11.451692225073444,8646.124062649938,-0.9486711581440899,False,Below_MA;
2018-01-11,443.7955346783375,505.2610130347019,426.3979816444048,434.3449314912537,24000.0,840.7689690348842,11.192759523067977,8646.124062649938,-0.9497642032031943,False,Below_MA;
2018-01-12,434.3449314912537,496.8273541450218,418.0506958044395,420.86315209032347,24000.0,820.5755967325971,8.299557283930866,8646.124062649938,-0.9513234891101789,False,Below_MA;
2018-01-13,420.86315209032347,493.0140242874349,413.0583938951675,415.5332862129928,24000.0,801.4225772538589,8.650404999157999,8646.124062649938,-0.9519399347959812,False,Below_MA;
2018-01-14,415.5332862129928,484.1306656274326,402.0584102801354,408.2404592059983,24000.0,782.9662911644326,5.745425194011943,8646.124062649938,-0.9527834141347173,False,Below_MA;
2018-01-15,408.2404592059983,472.5729717707762,392.1052306069787,403.0355499762733,24000.0,766.0971612232408,6.348235369760175,8646.124062649938,-0.9533854074894286,False,Below_MA;
2018-01-16,403.0355499762733,469.3866033498067,388.9906683435628,389.770208761085,24000.0,749.0701745061689,1.868807419694221,8646.124062649938,-0.9549196604239305,False,Below_MA;
2018-01-17,389.770208761085,437.94485773653406,365.4000962764519,368.14139048918406,24000.0,732.2539607748357,1.8140457112826596,8646.124062649938,-0.9574212227558122,False,Below_MA;
2018-01-18,368.14139048918406,416.7144909319691,343.6586798340624,344.3473745832289,24000.0,715.4769586968407,1.8714647145389591,8646.124062649938,-0.9601732091642355,False,Below_MA;
2018-01-19,344.3473745832289,396.9504868550642,333.4963555217693,334.16468489155244,24000.0,699.0734006450064,1.8476788642513355,8646.124062649938,-0.9613509264416993,False,Below_MA;
2018-01-20,334.16468489155244,381.73977176447926,322.09981455554123,325.4776709641579,24000.0,683.0140052520594,2.1183446998664266,8646.124062649938,-0.9623556557128095,False,Below_MA;
2018-01-21,325.4776709641579,372.1180262958782,312.090923305274,312.7163560173086,24000.0,667.0065938930843,2.271157755429755,8646.124062649938,-0.963831613593402,False,Below_MA;
2018-01-22,312.7163560173086,357.935164661716,301.1209222184964,304.5385129689304,24000.0,650.1173256390662,2.293129957176916,8646.124062649938,-0.9647774527913039,False,Below_MA;
2018-01-23,304.5385129689304,353.65005033813105,292.88080402851176,293.4677395075268,24000.0,633.0541919340728,2.2348590416424656,8646.124062649938,-0.9660578847375939,False,Below_MA;
2018-01-24,293.4677395075268,335.7783277612798,282.1359475261223,285.4020006075754,24000.0,616.8567987994144,0.0,8646.124062649938,-0.9669907581085411,False,Below_MA;
2018-01-25,285.4020006075754,328.04889367313206,272.9656134687481,279.58231095696027,24000.0,601.0353847615701,0.0,8646.124062649938,-0.9676638562052656,False,Below_MA;
2018-01-26,279.58231095696027,324.115865712911,270.9624783520876,273.82109320969664,24000.0,586.0556354594041,0.0,8646.124062649938,-0.968330191514072,False,Below_MA;
2018-01-27,273.82109320969664,318.9360600735945,266.5313807013332,269.53852404416125,24000.0,571.6924513445193,0.0,8646.124062649938,-0.9688255081593693,False,Below_MA;
2018-01-28,269.53852404416125,303.15315961399824,248.637671091714,249.1359429776693,24000.0,556.7154318399117,0.0,8646.124062649938,-0.9711852454148904,False,Below_MA;
2018-01-29,249.1359429776693,287.25695199481777,242.89612045931543,244.6830355463643,24000.0,542.0290122363854,0.0,8646.124062649938,-0.9717002631730256,False,Below_MA;
2018-01-30,244.6830355463643,278.37191060077043,230.45082015624487,232.4514357094178,24000.0,527.2022389922743,0.0,8646.124062649938,-0.9731149548601118,False,Below_MA;
2018-01-31,232.4514357094178,269.06848437940926,226.73282655550196,228.58288893225884,24000.0,513.334825295504,0.0,8646.124062649938,-0.9735623861887773,False,Below_MA;
2018-02-01,228.58288893225884,256.4324200475011,214.7797256832798,216.09023673870627,24000.0,499.514163122979,0.0,8646.124062649938,-0.9750072708680891,False,Below_MA;
2018-02-02,216.09023673870627,246.72507935492047,203.2726703808112,203.68003044169456,24000.0,485.45998475272035,0.0,8646.124062649938,-0.9764426199571247,False,Below_MA;
2018-02-03,203.68003044169456,240.0842056009465,201.2346839379875,201.63795985770287,24000.0,471.33997850260107,0.0,8646.124062649938,-0.9766788033115612,False,Below_MA;
2018-02-04,201.63795985770287,229.3727153831792,191.70436466499612,193.8585499359492,24000.0,457.7547468577512,0.0,8646.124062649938,-0.977578560227537,False,Below_MA;
2018-02-05,193.8585499359492,221.6646643455836,186.6509852902361,189.53802341552904,24000.0,444.67230551567,0.0,8646.124062649938,-0.9780782669734862,False,Below_MA;
2018-02-06,189.53802341552904,215.43987848158724,180.5425967286264,181.3456967680753,24000.0,432.07947121110914,0.0,8646.124062649938,-0.9790257813265179,False,Below_MA;
2018-02-07,181.3456967680753,209.2562434701997,176.13247814701552,178.1180300406854,24000.0,419.98495170153956,0.0,8646.124062649938,-0.979399089262421,False,Below_MA;
2018-02-08,178.1180300406854,203.46437963262835,169.75421667713897,170.67810013767303,24000.0,407.6615642659724,0.0,8646.124062649938,-0.980259582339909,False,Below_MA;
2018-02-09,170.67810013767303,197.32580671668543,163.3248834676254,163.81497934076512,24000.0,396.1042491972778,0.0,8646.124062649938,-0.9810533623906205,False,Below_MA;
2018-02-10,163.81497934076512,187.9634849636737,156.149167974513,157.34645106510143,24000.0,384.7015976500494,0.0,8646.124062649938,-0.981801504359067,False,Below_MA;
2018-02-11,157.34645106510143,181.24118864575365,152.18537651032884,153.62077606065566,24000.0,373.70772753929623,0.0,8646.124062649938,-0.9822324113154615,False,Below_MA;
2018-02-12,153.62077606065566,183.9433831594062,151.52584279498103,155.24434808999135,24000.0,363.21008838070526,1.7516938703540177,8646.124062649938,-0.9820446309855042,False,Below_MA;
2018-02-13,155.24434808999135,180.73348589656536,151.97447222877184,152.63718201693757,24000.0,353.0948642144865,1.9546649506186213,8646.124062649938,-0.9823461725842787,False,Below_MA;
2018-02-14,152.63718201693757,175.28098235635565,146.98238281862209,147.57786236323335,24000.0,343.822557104051,1.9270388136468597,8646.124062649938,-0.9829313272289545,False,Below_MA;
2018-02-15,147.57786236323335,165.86463486307738,139.95867753653815,140.42166344086928,24000.0,334.812435316361,2.0573493896039423,8646.124062649938,-0.9837590043326498,False,Below_MA;
2018-02-16,140.42166344086928,158.9182035411737,129.0020143308538,129.43935670811177,24000.0,325.6833811877179,2.0952610043665345,8646.124062649938,-0.9850292043266795,False,Below_MA;
2018-02-17,129.43935670811177,150.0193527761987,126.35484405700568,126.74851624372457,24000.0,316.4017052646056,2.0778640041686742,8646.124062649938,-0.9853404236019165,False,Below_MA;
2018-02-18,126.74851624372457,146.61129658903042,122.44400306937368,122.68938183303976,24000.0,307.3107587475526,2.181742123703202,8646.124062649938,-0.985809898060214,False,Below_MA;
2018-02-19,122.68938183303976,140.5593450996816,117.8997718963001,119.3893452126814,24000.0,298.04217420826944,2.212076899350876,8646.124062649938,-0.9861915762083004,False,Below_MA;
2018-02-20,119.3893452126814,139.62773879437714,117.10980875618792,118.10138653200688,24000.0,289.2265212653476,2.4417754831151797,8646.124062649938,-0.986340539914042,False,Below_MA;
2018-02-21,118.10138653200688,135.08530788118117,113.64564175702633,114.66241642605316,24000.0,280.1841681920387,2.434040339512819,8646.124062649938,-0.9867382869369895,False,Below_MA;
2018-02-22,114.66241642605316,131.9455466311842,109.88786532729571,110.10808149027628,24000.0,271.37228520003043,2.544099362131803,8646.124062649938,-0.987265035674664,False,Below_MA;
2018-02-23,110.10808149027628,130.08557770447123,108.78898667402278,109.630170707493,24000.0,263.1429658006002,2.8269490296530506,8646.124062649938,-0.9873203102438606,False,Below_MA;
2018-02-24,109.630170707493,126.00121620531272,104.44669577706,105.31377234705924,24000.0,254.98369566043556,2.9370065745211065,8646.124062649938,-0.9878195395319389,False,Below_MA;
2018-02-25,105.31377234705924,119.0646899527153,100.240537738553,102.71905873044432,24000.0,247.42154733420918,2.9983493423354304,8646.124062649938,-0.9881196408950252,False,Below_MA;
2018-02-26,102.71905873044432,118.14425313465384,98.59803038596824,99.24872482967758,24000.0,240.26351771454028,0.0,8646.124062649938,-0.9885210154156335,False,Below_MA;
2018-02-27,99.24872482967758,111.02685761865374,93.61175499898862,94.7369779425317,24000.0,233.2078056780216,0.0,8646.124062649938,-0.9890428384723529,False,Below_MA;
2018-02-28,94.7369779425317,111.73214162153003,93.60202894678018,95.5252679788178,24000.0,226.3111286103549,1.4698903055431742,8646.124062649938,-0.9889516658231319,False,Below_MA;
2018-03-01,95.5252679788178,108.68885997178994,91.60305954897612,92.52966537736128,24000.0,219.28581122433533,1.5935166644928245,8646.124062649938,-0.9892981335096639,False,Below_MA;
2018-03-02,92.52966537736128,104.2914706926118,86.1513916025472,86.32403968191103,24000.0,212.32539338814848,1.7638321204935892,8646.124062649938,-0.9900158684913141,False,Below_MA;
2018-03-03,86.32403968191103,99.32769028481464,83.62868360482364,85.11979943551015,24000.0,205.61052633505224,1.8245217443156747,8646.124062649938,-0.9901551494266413,False,Below_MA;
2018-03-04,85.11979943551015,101.252332301949,84.10006423827275,84.9913105020091,24000.0,198.99968682083255,2.00712166273685,8646.124062649938,-0.9901700102975436,False,Below_MA;
2018-03-05,84.9913105020091,101.66672190653128,83.97311460219504,87.05667997213217,24000.0,192.57601123615524,7.50173682355441,8646.124062649938,-0.989931132222795,False,Below_MA;
2018-03-06,87.05667997213217,99.91913246203718,83.39866415763379,83.82598254386775,24000.0,186.1918198875071,7.137231514574012,8646.124062649938,-0.9903047906858076,False,Below_MA;
2018-03-07,83.82598254386775,96.0397953973552,79.68915698789658,80.04026897785867,24000.0,179.9972210918426,7.075867242547957,8646.124062649938,-0.9907426416278687,False,Below_MA;
2018-03-08,80.04026897785867,89.22180124953479,73.90555946897918,74.16515731542593,24000.0,174.11769642836745,6.851483420039315,8646.124062649938,-0.9914221497658344,False,Below_MA;
2018-03-09,74.16515731542593,85.56323632406342,72.43841654062176,72.62669921199746,24000.0,168.68328292094282,6.681354927986391,8646.124062649938,-0.9916000859245433,False,Below_MA;
2018-03-10,72.62669921199746,83.89849011968253,70.35789268520212,72.48696967756392,24000.0,163.44972861666304,7.405539251512096,8646.124062649938,-0.991616246869427,False,Below_MA;
2018-03-11,72.48696967756392,81.14390753432842,68.19605098354613,68.80249625942061,24000.0,158.31622512256828,7.201867660473511,8646.124062649938,-0.992042388501382,False,Below_MA;
2018-03-12,68.80249625942061,78.35369529501864,64.56306101000837,64.7262768257881,24000.0,153.3564235387379,7.093403014797531,8646.124062649938,-0.9925138389922721,False,Below_MA;
2018-03-13,64.7262768257881,71.36803103383876,60.22390160651501,61.41296145366584,24000.0,148.49391250843257,7.311201294370363,8646.124062649938,-0.9928970529443406,False,Below_MA;
2018-03-14,61.41296145366584,69.46482787986741,58.80939470108935,60.034078463459885,24000.0,143.82523928755126,5.2126929471322825,8646.124062649938,-0.9930565328431039,False,Below_MA;
2018-03-15,60.034078463459885,69.9069978904945,58.7690194499331,58.88679303600511,24000.0,139.29493513611985,5.467757516552339,8646.124062649938,-0.9931892264546159,False,Below_MA;
2018-03-16,58.88679303600511,66.96063477988896,56.42036062947074,57.23198051113189,24000.0,134.8479285272033,6.216723417518708,8646.124062649938,-0.9933806200215927,False,Below_MA;
2018-03-17,57.23198051113189,64.04654506275483,54.09324733299375,54.54414388623383,24000.0,130.46238954073402,5.950976759474642,8646.124062649938,-0.9936914918764748,False,Below_MA;
2018-03-18,54.54414388623383,63.27246869311947,53.01346328009772,53.167153971096994,24000.0,126.13496213927274,5.744334514280098,8646.124062649938,-0.9938507528245203,False,Below_MA;
2018-03-19,53.167153971096994,60.2496874255398,49.235842052347785,49.47061038751407,24000.0,122.14165548746963,0.0,8646.124062649938,-0.99427829047686,False,Below_MA;
2018-03-20,49.47061038751407,56.25668586000893,46.55975890395349,46.65306503402154,24000.0,118.18105607722276,0.0,8646.124062649938,-0.9946041642826343,False,Below_MA;
2018-03-21,46.65306503402154,53.61968910036024,44.441176120942,44.530236594130265,24000.0,114.42263209491702,0.0,8646.124062649938,-0.9948496879906576,False,Below_MA;
2018-03-22,44.530236594130265,51.590902314157326,43.51712384392116,44.29011210204607,24000.0,110.73677655831276,0.0,8646.124062649938,-0.994877460491994,False,Below_MA;
2018-03-23,44.29011210204607,49.94880004325702,41.94814141377206,42.74144047887293,24000.0,107.2698006331161,0.0,8646.124062649938,-0.9950565779337461,False,Below_MA;
2018-03-24,42.74144047887293,48.83944129081803,40.67636432393576,41.310718833579045,24000.0,104.0224144009538,0.0,8646.124062649938,-0.9952220534271493,False,Below_MA;
2018-03-25,41.310718833579045,46.81865945729055,39.57068503846734,39.763768808066935,24000.0,100.78493057996107,0.0,8646.124062649938,-0.9954009717510485,False,Below_MA;
2018-03-26,39.763768808066935,44.75631116607985,36.47933323386018,36.8730420318585,24000.0,97.64522042187926,0.0,8646.124062649938,-0.9957353096295315,False,Below_MA;
2018-03-27,36.8730420318585,41.03149421478339,33.944226652449714,34.26622999420385,24000.0,94.53978455345276,0.0,8646.124062649938,-0.9960368102810103,False,Below_MA;
2018-03-28,34.26622999420385,40.19558154034193,33.089942210223015,33.228753056771,24000.0,91.57744567922667,0.0,8646.124062649938,-0.9961568035785751,False,Below_MA;
2018-03-29,33.228753056771,39.01969233454263,32.78148865856368,33.0292449164996,24000.0,88.67566997674295,0.0,8646.124062649938,-0.9961798784429684,False,Below_MA;
2018-03-30,33.0292449164996,38.09426241806186,31.77467771641864,32.01720514376203,24000.0,85.90245207686473,0.0,8646.124062649938,-0.9962969297095711,False,Below_MA;
2018-03-31,32.01720514376203,37.237666258362346,31.29816556481842,31.77353276151542,24000.0,83.26162314527974,0.0,8646.124062649938,-0.9963251125554892,False,Below_MA;
2018-04-01,31.77353276151542,36.75631685489776,30.97558353131046,31.55162804238792,24000.0,80.74572668482547,0.0,8646.124062649938,-0.9963507777804524,False,Below_MA;
2018-04-02,31.55162804238792,35.59276498458698,29.59306367531177,29.82098876118944,24000.0,78.26973093883615,0.0,8646.124062649938,-0.9965509413761465,False,Below_MA;
